# personal-token-denylist-baseline.tsv — BURN-DOWN DEBT LEDGER for
# check-personal-token-denylist.sh (temperloop#164/#169), sibling to
# personal-token-denylist.tsv and personal-token-denylist-exempt-files.txt but
# a DIFFERENT mechanism from both:
#
#   * `# denylist:allow` (per-line marker) and the exempt-files list are for
#     PERMANENT, load-bearing exceptions — a literal that is correct and
#     stays forever (see check-personal-token-denylist.sh's own header).
#   * THIS file is for PRE-EXISTING hits of a newly-added denylist family
#     that are debt, not exceptions — every row here is meant to be fixed
#     and removed. It exists only so widening the denylist (adding a token
#     family that already has hits in the tree) doesn't hard-fail the gate
#     the moment the family is added; the gate still fails on any hit NOT
#     already recorded here, i.e. any NEW occurrence.
#
# Entries were added when the `\bdev/mind\b` (personal Obsidian vault path)
# family was introduced. The follow-up item (kernel-literal-scrub) removes
# the personal path from each listed line and deletes that line's baseline
# row — the goal is an EMPTY file, not a maintained one. Do not add new
# families' debt here without a plan to burn it down; do not add new rows to
# an existing family's debt (fix new hits, don't grandfather them in).
#
# Format: <kernel-set-relative path> TAB <denylist pattern, verbatim from
#         personal-token-denylist.tsv> TAB <exact matched line content>
#
# Matching (check-personal-token-denylist.sh): a hit is suppressed only when
# its (file, pattern, line-content) triple exactly matches a row here, and
# each row suppresses exactly ONE occurrence (a duplicated line is only
# baselined as many times as it's listed) — so a genuinely NEW hit anywhere,
# including a new duplicate of an already-listed line, still fails the gate.
# A row whose line no longer matches the file (already fixed, or the file
# changed around it) simply goes unused — that's expected burn-down
# progress, not an error; there is no separate staleness check.
claude/agents/workflow-reviewer.md	\bdev/mind\b	- **Vault access is MCP-only** (`mcp__obsidian__*` / `mcp__obsidian-builtin__*`), never `ls`/`find`/`grep`/`Read` against `~/dev/mind`.
claude/agents/workflow-reviewer.md	\bdev/mind\b	**8. Vault access discipline** — vault reads/writes go through `mcp__obsidian__*` / `mcp__obsidian-builtin__*` (semantic search on the mcp-tools server, other ops on the built-in REST server); never `ls`/`find`/`grep`/`Read` against `~/dev/mind`. (user-memory `feedback_vault_mcp_only`.)
claude/commands/assess.md	\bdev/mind\b	1. Confirm `mcp__obsidian__*` tools are loaded. Stop with one-line error if not. (Document paths cited throughout this file — `Plans/`, `Priorities/<project>.md`, `Mistakes/`, `Decisions/`, `Patterns/` — are relative to **the knowledge store root**, resolved per `workflows/scripts/lib/knowledge_store.contract.md`; Travis's default: the Obsidian vault `~/dev/mind`. The agent-plane transport stays on Obsidian MCP tools — including `search_vault_smart` for fuzzy matching, used in the Context-bundling pass below — per that contract's Obsidian-mode note.)
claude/commands/build.md	\bdev/mind\b	3. `mcp__obsidian__get_vault_file` on `$1` — confirm plan note exists. (`$1` and other document paths cited throughout this file — `Plans/`, `Priorities/<project>.md`, `Context/pipeline - pending decisions.md` — are relative to **the knowledge store root**, resolved per `workflows/scripts/lib/knowledge_store.contract.md`; Travis's default: the Obsidian vault `~/dev/mind`. The agent-plane transport stays on Obsidian MCP tools per that contract's Obsidian-mode note.)
claude/commands/check-in.md	\bdev/mind\b	Throughout, surface files (`Context/pipeline - *.md`, `Priorities/<project>.md`) are relative to **the knowledge store root**, resolved per `workflows/scripts/lib/knowledge_store.contract.md` (Travis's default: the Obsidian vault `~/dev/mind`). Read them via `mcp__obsidian-builtin__vault_read`; mutate a `Status` line via a direct `Edit` on the store file (the store is a local folder under the `plain-files` backend). `/check-in` is the **only** mutator of these `Status` lines — the append-only discipline the surfaces depend on.
claude/commands/init.md	\bdev/mind\b	description: Initialize a new CLAUDE.md file with codebase documentation, then create a project context placeholder in the Obsidian vault at ~/dev/mind.
claude/commands/init.md	\bdev/mind\b	Once CLAUDE.md has been written, create a project context placeholder in the Obsidian vault at `~/dev/mind`.
claude/commands/next.md	\bdev/mind\b	1. Confirm `mcp__obsidian-builtin__*` (read/write/delete) and `mcp__obsidian__*` (smart search) tools are loaded — needed to read the priorities note, read/write the session record, and coordinate across sessions. If Obsidian is unreachable, you can still give a **one-shot advisory** from the board alone — warn that you cannot cache or coordinate across sessions (see Failure modes). (`Priorities/<project>.md`, `Plans/`, `Sequencing/<id8>.md` and other document paths below are relative to **the knowledge store root**, resolved per `workflows/scripts/lib/knowledge_store.contract.md`; Travis's default: the Obsidian vault `~/dev/mind`. The agent-plane transport stays on Obsidian MCP tools — including `search_vault_smart` for fuzzy matching, Step 3 below — per that contract's Obsidian-mode note.)
claude/commands/sweep.md	\bdev/mind\b	**Unattended / operator-absent run:** do **not** block forever on an absent operator. Take the safe default — **leave every flagged issue parked (flagged, skipped)** — and proceed to Phase 2 with only the **un-flagged** issues. This is a **`batch-at-ritual`** deferral ([[Context/foundation - AskUserQuestion severity taxonomy]]), so it must NOT default *silently*: per `claude/CLAUDE.md § Unattended pending-decisions surface`, append one `### open` entry to `~/dev/mind/Context/pipeline - pending decisions.md` via `mcp__obsidian-builtin__vault_append` — **Decision:** *sweep left clarifying questions unanswered (issues #N, …)*; **Default taken:** *leave-all-flagged; proceed with un-flagged only*; **Disposition:** *auto-taken (operator-absent); `needs-clarification` labels retained as the operational record*; **Status:** *open* — so the next `check-in` surfaces them (the label is the operational record; this entry is the ritual-facing signal `check-in` actually reads). **This is the fifth `batch-at-ritual` writer site** (registered in `claude/CLAUDE.md § Unattended pending-decisions surface` and `tidy.md` Step 3).
claude/commands/tidy.md	\bdev/mind\b	     ~/dev/mind/Sessions/_inbox/<filename>.md
